Subject.Code,Group,Speed,Shoe,Footstrike,Age,Mass,Height,Running.Economy,10K.PB,Contact.Time,BP.ratio,LU.ratio,HV.TD,BP.to.LU,SB,SM.Fit
7,1,1,1,0,21.4,52.8,162.1,205.4,28.1,0.153,0.8434,0.8323,0.0005,1.0133,91.0702,110.5698802
7,1,1,1,0,21.4,52.8,162.1,205.4,28.1,0.153,0.7586,0.9245,-0.0075,0.8205,87.7911,110.5698802
7,1,0,0,0,21.4,52.8,162.1,205.4,28.1,0.2235,1.0318,0.7668,0.0165,1.3456,95.571,97.06319997
7,1,0,0,0,21.4,52.8,162.1,205.4,28.1,0.2295,0.9367,0.9367,0,1,103.2713,97.06319997
7,1,0,0,0,21.4,52.8,162.1,205.4,28.1,0.2345,1.0391,0.7765,0.017,1.3382,97.1777,97.06319997
7,1,0,0,0,21.4,52.8,162.1,205.4,28.1,0.2375,1.0213,0.721,0.0205,1.4164,95.9645,97.06319997
7,1,0,0,0,21.4,52.8,162.1,205.4,28.1,0.238,0.9751,0.75,0.0155,1.3001,96.8716,97.06319997
7,1,1,0,0,21.4,52.8,162.1,205.4,28.1,0.158,0.8588,0.8588,0,1,95.7425,92.88481585
7,1,1,0,0,21.4,52.8,162.1,205.4,28.1,0.1555,0.908,0.8294,0.0035,1.0947,95.5035,92.88481585
7,1,1,0,0,21.4,52.8,162.1,205.4,28.1,0.158,0.7556,0.8588,-0.005,0.8798,94.2861,92.88481585
8,1,0,1,0,25,66.1,176.1,209.8,28.9,0.2035,0.7468,0.5898,0.0115,1.2661,93.8796,146.9596783
8,1,0,1,0,25,66.1,176.1,209.8,28.9,0.2145,0.8571,0.5657,0.0215,1.5152,108.266,146.9596783
8,1,0,1,0,25,66.1,176.1,209.8,28.9,0.2025,0.8837,0.6071,0.0185,1.4555,98.925,146.9596783
8,1,0,1,0,25,66.1,176.1,209.8,28.9,0.1975,0.9458,0.6255,0.02,1.5121,114.7589,146.9596783
8,1,0,1,0,25,66.1,176.1,209.8,28.9,0.214,0.8059,0.597,0.0155,1.3499,109.5506,146.9596783
8,1,1,1,0,25,66.1,176.1,209.8,28.9,0.166,0.7566,0.6939,0.0035,1.0904,89.4347,188.4995571
8,1,1,1,0,25,66.1,176.1,209.8,28.9,0.1625,0.7287,0.6582,0.004,1.1072,93.019,188.4995571
8,1,1,1,0,25,66.1,176.1,209.8,28.9,0.1665,0.7254,0.8197,-0.005,0.885,86.6972,188.4995571
8,1,0,0,0,25,66.1,176.1,209.8,28.9,0.198,0.8592,0.6569,0.013,1.3079,101.4844,156.6436703
8,1,0,0,0,25,66.1,176.1,209.8,28.9,0.2115,0.9227,0.7195,0.013,1.2824,94.0703,156.6436703
8,1,0,0,0,25,66.1,176.1,209.8,28.9,0.208,1.0194,0.6443,0.0235,1.5823,97.5446,156.6436703
8,1,0,0,0,25,66.1,176.1,209.8,28.9,0.2145,0.9152,0.5657,0.025,1.6178,105.6972,156.6436703
8,1,0,0,0,25,66.1,176.1,209.8,28.9,0.2185,0.9251,0.7205,0.0135,1.284,96.5202,156.6436703
8,1,1,0,0,25,66.1,176.1,209.8,28.9,0.145,0.7576,0.7059,0.0025,1.0732,90.5316,156.3124047
8,1,1,0,0,25,66.1,176.1,209.8,28.9,0.141,0.6491,0.8431,-0.009,0.7699,86.2795,156.3124047
8,1,1,0,0,25,66.1,176.1,209.8,28.9,0.1505,0.7399,1.4274,0.0025,0.5183,72.8733,156.3124047
9,1,0,1,0,20.5,51.35,171.3,195.1,NA,0.213,0.9018,0.8522,0.003,1.0582,89.2122,97.49656365
9,1,0,1,0,20.5,51.35,171.3,195.1,NA,0.205,0.8981,0.9524,-0.003,0.9431,89.9582,97.49656365
9,1,0,1,0,20.5,51.35,171.3,195.1,NA,0.214,0.8291,0.9279,-0.006,0.8935,88.9577,97.49656365
9,1,0,1,0,20.5,51.35,171.3,195.1,NA,0.221,1.0275,0.8571,0.01,1.1988,87.6111,97.49656365
9,1,0,1,0,20.5,51.35,171.3,195.1,NA,0.232,0.871,0.9496,-0.005,0.9172,92.0418,97.49656365
9,1,1,1,0,20.5,51.35,171.3,195.1,NA,0.172,0.72,0.8696,-0.008,0.828,84.0532,103.8443604
9,1,1,1,0,20.5,51.35,171.3,195.1,NA,0.19,0.9792,1,-0.001,0.9792,90.3207,103.8443604
9,1,1,1,0,20.5,51.35,171.3,195.1,NA,0.182,1.1412,1.092,0.002,1.0451,94.976,103.8443604
9,1,0,0,0,20.5,51.35,171.3,195.1,NA,0.204,1.1031,0.8053,0.016,1.3698,91.1707,83.60392189
9,1,0,0,0,20.5,51.35,171.3,195.1,NA,0.203,1.03,0.9151,0.006,1.1256,90.8195,83.60392189
9,1,0,0,0,20.5,51.35,171.3,195.1,NA,0.221,1.0654,0.8264,0.014,1.2892,90.0056,83.60392189
9,1,0,0,0,20.5,51.35,171.3,195.1,NA,0.22,1.0561,0.8182,0.014,1.2908,93.6298,83.60392189
9,1,0,0,0,20.5,51.35,171.3,195.1,NA,0.218,0.8957,0.9292,-0.002,0.9639,88.687,83.60392189
9,1,1,0,0,20.5,51.35,171.3,195.1,NA,0.169,1.0119,0.9425,0.003,1.0736,91.1831,94.20059347
9,1,1,0,0,20.5,51.35,171.3,195.1,NA,0.171,0.7629,0.9432,-0.009,0.8088,86.3788,94.20059347
9,1,1,0,0,20.5,51.35,171.3,195.1,NA,0.172,0.7551,1.0235,-0.013,0.7377,84.1929,94.20059347
10,1,0,1,1,30.7,57.85,170,202.8,28.5,0.2045,0.8178,0.6166,0.014,1.3263,101.8782,155.3077739
10,1,0,1,1,30.7,57.85,170,202.8,28.5,0.2025,0.8243,0.6667,0.0105,1.2365,93.3611,155.3077739
10,1,0,1,1,30.7,57.85,170,202.8,28.5,0.2015,0.7446,0.625,0.0085,1.1913,101.8231,155.3077739
10,1,0,1,1,30.7,57.85,170,202.8,28.5,0.199,0.8257,0.6583,0.011,1.2542,93.5077,155.3077739
10,1,0,1,1,30.7,57.85,170,202.8,28.5,0.215,0.8298,0.5636,0.02,1.4722,105.0073,155.3077739
10,1,1,1,1,30.7,57.85,170,202.8,28.5,0.1625,0.776,0.7857,-0.0005,0.9876,84.8261,178.0914873
10,1,1,1,1,30.7,57.85,170,202.8,28.5,0.168,0.7968,0.7872,0.0005,1.0121,85.629,178.0914873
10,1,1,1,1,30.7,57.85,170,202.8,28.5,0.156,0.743,0.7931,-0.0025,0.9368,83.6965,178.0914873
10,1,0,0,1,30.7,57.85,170,202.8,28.5,0.1995,0.7577,0.5771,0.013,1.313,99.2846,106.061074
10,1,0,0,1,30.7,57.85,170,202.8,28.5,0.2055,0.8026,0.5568,0.018,1.4415,102.7719,106.061074
10,1,0,0,1,30.7,57.85,170,202.8,28.5,0.2025,0.9014,0.6135,0.019,1.4692,98.2369,106.061074
10,1,0,0,1,30.7,57.85,170,202.8,28.5,0.2055,0.7716,0.5869,0.0135,1.3147,102.5382,106.061074
10,1,0,0,1,30.7,57.85,170,202.8,28.5,0.202,0.7642,0.5781,0.0135,1.3218,101.2276,106.061074
10,1,1,0,1,30.7,57.85,170,202.8,28.5,0.1555,0.7472,0.7374,0.0005,1.0132,90.0213,128.910764
10,1,1,0,1,30.7,57.85,170,202.8,28.5,0.1565,0.8304,0.6828,0.0075,1.2162,96.1336,128.910764
10,1,1,0,1,30.7,57.85,170,202.8,28.5,0.156,0.7627,0.7727,-0.0005,0.987,89.6164,128.910764
11,1,0,1,0,22.5,44.7,156.1,177.1,29,0.175,0.8421,0.8229,0.001,1.0233,88.3187,119.8309008
11,1,0,1,0,22.5,44.7,156.1,177.1,29,0.171,0.6931,0.6765,0.001,1.0245,103.7565,119.8309008
11,1,0,1,0,22.5,44.7,156.1,177.1,29,0.18,0.7822,0.8182,-0.002,0.956,91.4213,119.8309008
11,1,0,1,0,22.5,44.7,156.1,177.1,29,0.177,0.883,0.8438,0.002,1.0465,90.4121,119.8309008
11,1,0,1,0,22.5,44.7,156.1,177.1,29,0.179,0.9247,0.7048,0.012,1.3121,99.0011,119.8309008
11,1,1,1,0,22.5,44.7,156.1,177.1,29,0.149,0.8861,0.8395,0.002,1.0555,88.6209,174.1660676
11,1,1,1,0,22.5,44.7,156.1,177.1,29,0.151,0.9114,0.9868,-0.003,0.9235,85.3934,174.1660676
11,1,1,1,0,22.5,44.7,156.1,177.1,29,0.146,0.9467,0.9467,0,1,86.9493,174.1660676
11,1,0,0,0,22.5,44.7,156.1,177.1,29,0.157,0.9146,0.6526,0.013,1.4015,105.9689,118.9709586
11,1,0,0,0,22.5,44.7,156.1,177.1,29,0.178,0.956,0.7451,0.011,1.2831,102.5667,118.9709586
11,1,0,0,0,22.5,44.7,156.1,177.1,29,0.191,0.8365,0.7054,0.008,1.186,106.3362,118.9709586
11,1,0,0,0,22.5,44.7,156.1,177.1,29,0.173,0.9222,0.7129,0.011,1.2937,101.9715,118.9709586
11,1,0,0,0,22.5,44.7,156.1,177.1,29,0.182,0.9158,0.9158,0,1,92.2362,118.9709586
11,1,1,0,0,22.5,44.7,156.1,177.1,29,0.139,0.9041,0.8784,0.001,1.0293,85.5029,163.2355738
11,1,1,0,0,22.5,44.7,156.1,177.1,29,0.14,1,1.0896,-0.003,0.9178,86.061,163.2355738
11,1,1,0,0,22.5,44.7,156.1,177.1,29,0.137,1.0147,0.9028,0.004,1.124,95.1077,163.2355738
12,1,0,1,1,18,62,180.2,197.6,NA,0.214,1.0189,0.8938,0.007,1.1399,89.7888,66.95468366
12,1,0,1,1,18,62,180.2,197.6,NA,0.218,0.8957,0.8319,0.004,1.0766,91.5533,66.95468366
12,1,0,1,1,18,62,180.2,197.6,NA,0.217,1.0093,0.8547,0.009,1.1808,95.0383,66.95468366
12,1,0,1,1,18,62,180.2,197.6,NA,0.217,0.839,0.7787,0.004,1.0774,99.0943,66.95468366
12,1,0,1,1,18,62,180.2,197.6,NA,0.212,0.9099,0.7966,0.007,1.1422,95.6947,66.95468366
12,1,1,1,1,18,62,180.2,197.6,NA,0.173,0.9222,1.2468,-0.013,0.7397,91.0982,48.75064295
12,1,1,1,1,18,62,180.2,197.6,NA,0.172,0.977,0.9545,0.001,1.0235,93.4075,48.75064295
12,1,1,1,1,18,62,180.2,197.6,NA,0.171,0.9,0.9,0,1,87.9603,48.75064295
12,1,0,0,1,18,62,180.2,197.6,NA,0.229,0.8468,0.7891,0.004,1.0731,92.2774,84.06226537
12,1,0,0,1,18,62,180.2,197.6,NA,0.223,0.8279,0.8739,-0.003,0.9473,91.3728,84.06226537
12,1,0,0,1,18,62,180.2,197.6,NA,0.207,1.0097,0.9167,0.005,1.1015,92.4012,84.06226537
12,1,0,0,1,18,62,180.2,197.6,NA,0.21,0.8421,0.9444,-0.006,0.8916,91.2939,84.06226537
12,1,0,0,1,18,62,180.2,197.6,NA,0.208,1,0.8909,0.006,1.1224,93.1815,84.06226537
12,1,1,0,1,18,62,180.2,197.6,NA,0.181,0.8283,0.9462,-0.006,0.8753,92.0265,120.8046179
12,1,1,0,1,18,62,180.2,197.6,NA,0.173,0.8211,0.9222,-0.005,0.8903,93.2715,120.8046179
12,1,1,0,1,18,62,180.2,197.6,NA,0.172,0.8105,0.9545,-0.007,0.8491,93.4603,120.8046179
13,1,0,1,0,30.6,51.8,175,177.6,28.7,0.233,0.958,0.7007,0.018,1.3671,97.6345,59.65658308
13,1,0,1,0,30.6,51.8,175,177.6,28.7,0.215,0.886,0.6797,0.014,1.3035,87.7075,59.65658308
13,1,0,1,0,30.6,51.8,175,177.6,28.7,0.22,0.8966,0.7742,0.008,1.158,94.9024,59.65658308
13,1,0,1,0,30.6,51.8,175,177.6,28.7,0.216,0.8783,0.728,0.01,1.2064,92.3473,59.65658308
13,1,0,1,0,30.6,51.8,175,177.6,28.7,0.225,0.8908,0.7176,0.012,1.2414,96.6147,59.65658308
13,1,1,1,0,30.6,51.8,175,177.6,28.7,0.156,0.9259,0.9259,0,1,86.4332,90.05869252
13,1,1,1,0,30.6,51.8,175,177.6,28.7,0.154,0.925,0.9494,-0.001,0.9743,82.0965,90.05869252
13,1,1,1,0,30.6,51.8,175,177.6,28.7,0.161,0.8295,0.9398,-0.005,0.8827,83.4047,90.05869252
13,1,0,0,0,30.6,51.8,175,177.6,28.7,0.213,0.885,0.885,0,1,88.9141,117.1834824
13,1,0,0,0,30.6,51.8,175,177.6,28.7,0.19,0.9192,0.8812,0.002,1.0431,89.4656,117.1834824
13,1,0,0,0,30.6,51.8,175,177.6,28.7,0.201,0.8785,0.9143,-0.002,0.9609,86.9798,117.1834824
13,1,0,0,0,30.6,51.8,175,177.6,28.7,0.207,0.9167,0.9904,-0.004,0.9256,86.3739,117.1834824
13,1,0,0,0,30.6,51.8,175,177.6,28.7,0.208,0.8909,0.8909,0,1,89.7675,117.1834824
13,1,1,0,0,30.6,51.8,175,177.6,28.7,0.165,0.8333,0.9186,-0.004,0.9072,86.6011,111.1750108
13,1,1,0,0,30.6,51.8,175,177.6,28.7,0.157,0.8916,0.9625,-0.003,0.9263,85.0004,111.1750108
13,1,1,0,0,30.6,51.8,175,177.6,28.7,0.154,0.75,0.925,-0.008,0.8108,80.7104,111.1750108
14,1,0,1,1,29.8,49,169.7,202.3,28.5,0.197,0.97,0.6838,0.017,1.4186,86.3621,41.26438734
14,1,0,1,1,29.8,49,169.7,202.3,28.5,0.219,1.0092,0.6782,0.0215,1.4881,87.257,41.26438734
14,1,0,1,1,29.8,49,169.7,202.3,28.5,0.213,0.9189,0.7317,0.012,1.2559,88.3479,41.26438734
14,1,0,1,1,29.8,49,169.7,202.3,28.5,0.221,0.9471,0.8041,0.009,1.1779,96.2523,41.26438734
14,1,0,1,1,29.8,49,169.7,202.3,28.5,0.216,0.9726,0.8865,0.005,1.0972,91.7697,41.26438734
14,1,1,1,1,29.8,49,169.7,202.3,28.5,0.1635,0.9123,0.7869,0.006,1.1594,95.0632,65.16521287
14,1,1,1,1,29.8,49,169.7,202.3,28.5,0.164,0.907,0.7263,0.009,1.2487,93.7504,65.16521287
14,1,1,1,1,29.8,49,169.7,202.3,28.5,0.1605,1.0316,0.7446,0.013,1.3856,92.6049,65.16521287
14,1,0,0,1,29.8,49,169.7,202.3,28.5,0.2235,1.0411,0.832,0.0125,1.2514,101.5097,119.0287004
14,1,0,0,1,29.8,49,169.7,202.3,28.5,0.217,0.9375,0.8788,0.0035,1.0668,99.6922,119.0287004
14,1,0,0,1,29.8,49,169.7,202.3,28.5,0.214,1.0381,0.7983,0.014,1.3004,99.0813,119.0287004
14,1,0,0,1,29.8,49,169.7,202.3,28.5,0.201,1.1613,0.7179,0.024,1.6175,113.7888,119.0287004
14,1,0,0,1,29.8,49,169.7,202.3,28.5,0.213,1.0481,0.8128,0.0135,1.2895,99.1609,119.0287004
14,1,1,0,1,29.8,49,169.7,202.3,28.5,0.1515,0.9057,0.9177,-0.0005,0.9869,91.3654,134.3523387
14,1,1,0,1,29.8,49,169.7,202.3,28.5,0.158,1.0256,0.8922,0.0055,1.1495,97.2752,134.3523387
14,1,1,0,1,29.8,49,169.7,202.3,28.5,0.154,0.878,0.913,-0.0015,0.9617,91.5073,134.3523387
15,1,0,1,0,19.8,59.3,174,194.1,28.2,0.2125,0.8559,0.7347,0.008,1.165,93.8424,219.8474228
15,1,0,1,0,19.8,59.3,174,194.1,28.2,0.217,0.8235,0.887,-0.004,0.9285,89.4813,219.8474228
15,1,0,1,0,19.8,59.3,174,194.1,28.2,0.213,0.7899,0.704,0.006,1.122,96.724,219.8474228
15,1,0,1,0,19.8,59.3,174,194.1,28.2,0.2245,0.9607,0.8631,0.006,1.1131,92.802,219.8474228
15,1,0,1,0,19.8,59.3,174,194.1,28.2,0.2155,0.8578,0.7103,0.01,1.2076,93.9861,219.8474228
15,1,1,1,0,19.8,59.3,174,194.1,28.2,0.174,0.8125,0.8413,-0.0015,0.9658,88.9579,207.0101067
15,1,1,1,0,19.8,59.3,174,194.1,28.2,0.1655,0.8187,0.8701,-0.0025,0.941,85.8313,207.0101067
15,1,1,1,0,19.8,59.3,174,194.1,28.2,0.159,0.8817,0.8706,0.0005,1.0127,85.8036,207.0101067
15,1,0,0,0,19.8,59.3,174,194.1,28.2,0.2045,1.0248,0.6762,0.021,1.5154,99.3931,149.2930585
15,1,0,0,0,19.8,59.3,174,194.1,28.2,0.224,1.0457,0.7231,0.0205,1.4461,100.1816,149.2930585
15,1,0,0,0,19.8,59.3,174,194.1,28.2,0.2225,1.0136,0.8619,0.009,1.1759,88.3082,149.2930585
15,1,0,0,0,19.8,59.3,174,194.1,28.2,0.22,1.0465,0.753,0.018,1.3898,96.3333,149.2930585
15,1,0,0,0,19.8,59.3,174,194.1,28.2,0.2125,1.1574,0.7276,0.0245,1.5906,92.8439,149.2930585
15,1,1,0,0,19.8,59.3,174,194.1,28.2,0.162,1.0769,0.8837,0.008,1.2186,92.9729,215.9315792
15,1,1,0,0,19.8,59.3,174,194.1,28.2,0.168,0.8564,0.8261,0.0015,1.0366,78.6607,215.9315792
15,1,1,0,0,19.8,59.3,174,194.1,28.2,0.158,0.8698,0.975,-0.0045,0.8921,82.2105,215.9315792
16,0,0,1,0,21,48.15,159,210.4,44.8,0.2305,0.9534,0.9129,0.0025,1.0444,87.2412,153.2186153
16,0,0,1,0,21,48.15,159,210.4,44.8,0.22,1.0465,0.8644,0.0105,1.2107,99.3225,153.2186153
16,0,0,1,0,21,48.15,159,210.4,44.8,0.219,1.1058,0.9211,0.01,1.2005,86.4062,153.2186153
16,0,0,1,0,21,48.15,159,210.4,44.8,0.2355,0.9544,0.9463,0.0005,1.0085,92.6841,153.2186153
16,0,0,1,0,21,48.15,159,210.4,44.8,0.2235,1.0505,0.7668,0.0175,1.3699,108.5183,153.2186153
16,0,0,0,0,21,48.15,159,210.4,44.8,0.2145,1.0141,0.9412,0.004,1.0775,91.821,105.2028133
16,0,0,0,0,21,48.15,159,210.4,44.8,0.2135,1.0047,0.9769,0.0015,1.0285,92.3142,105.2028133
16,0,0,0,0,21,48.15,159,210.4,44.8,0.202,1.172,0.8879,0.014,1.3201,103.1874,105.2028133
16,0,0,0,0,21,48.15,159,210.4,44.8,0.2105,1.0144,0.9312,0.0045,1.0893,90.0023,105.2028133
16,0,0,0,0,21,48.15,159,210.4,44.8,0.2145,0.9953,0.8025,0.0115,1.2403,103.6355,105.2028133
17,0,0,1,0,36,71.3,172.6,205.6,45,0.2535,1.095,0.7543,0.0235,1.4517,96.6603,94.51436713
17,0,0,1,0,36,71.3,172.6,205.6,45,0.25,1.1739,0.8315,0.0215,1.4118,97.4673,94.51436713
17,0,0,1,0,36,71.3,172.6,205.6,45,0.254,1.1167,0.7338,0.0265,1.5218,97.7673,94.51436713
17,0,0,1,0,36,71.3,172.6,205.6,45,0.2625,1.1341,0.7617,0.026,1.4889,93.0125,94.51436713
17,0,0,1,0,36,71.3,172.6,205.6,45,0.257,1.1417,0.7191,0.0295,1.5877,97.9906,94.51436713
17,0,0,0,0,36,71.3,172.6,205.6,45,0.2245,1.0045,0.7888,0.0135,1.2733,89.9365,99.45651567
17,0,0,0,0,36,71.3,172.6,205.6,45,0.2325,0.9215,0.6607,0.019,1.3947,107.6626,99.45651567
17,0,0,0,0,36,71.3,172.6,205.6,45,0.2375,0.9628,0.7148,0.0175,1.347,99.1264,99.45651567
17,0,0,0,0,36,71.3,172.6,205.6,45,0.24,1.0253,0.7778,0.0165,1.3183,95.3034,99.45651567
17,0,0,0,0,36,71.3,172.6,205.6,45,0.23,0.9492,0.7424,0.014,1.2785,93.8514,99.45651567
18,0,0,1,0,41,76.85,178,210.9,33.9,0.236,1.0522,0.7226,0.022,1.456,84.0927,152.8076215
18,0,0,1,0,41,76.85,178,210.9,33.9,0.215,1.0283,0.7769,0.015,1.3237,100.374,152.8076215
18,0,0,1,0,41,76.85,178,210.9,33.9,0.234,1.0437,0.7594,0.0185,1.3743,99.2444,152.8076215
18,0,0,1,0,41,76.85,178,210.9,33.9,0.223,1.2079,0.7698,0.025,1.5691,101.5392,152.8076215
18,0,0,1,0,41,76.85,178,210.9,33.9,0.227,1.1619,0.7597,0.024,1.5294,85.2162,152.8076215
18,0,0,0,0,41,76.85,178,210.9,33.9,0.241,1.0866,0.8828,0.0125,1.2308,106.1853,108.6233761
18,0,0,0,0,41,76.85,178,210.9,33.9,0.2155,0.9502,0.7103,0.0155,1.3377,85.1079,108.6233761
18,0,0,0,0,41,76.85,178,210.9,33.9,0.2375,0.9547,0.813,0.0095,1.1744,80.5063,108.6233761
18,0,0,0,0,41,76.85,178,210.9,33.9,0.2165,1.0718,0.7746,0.0175,1.3837,99.6017,108.6233761
18,0,0,0,0,41,76.85,178,210.9,33.9,0.2205,1.1618,0.75,0.024,1.549,102.9703,108.6233761
19,0,0,1,0,36,50.6,160.1,212.4,46,0.2365,1.0388,0.8123,0.0145,1.2789,91.83,69.78978673
19,0,0,1,0,36,50.6,160.1,212.4,46,0.2515,1.1496,0.9198,0.014,1.2497,102.1048,69.78978673
19,0,0,1,0,36,50.6,160.1,212.4,46,0.248,0.992,0.9004,0.006,1.1017,98.8114,69.78978673
19,0,0,1,0,36,50.6,160.1,212.4,46,0.2495,1.2785,0.9341,0.0195,1.3687,99.5651,69.78978673
19,0,0,1,0,36,50.6,160.1,212.4,46,0.258,1.1235,0.9398,0.0115,1.1954,94.782,69.78978673
19,0,0,0,0,36,50.6,160.1,212.4,46,0.243,1.1039,1.0681,0.002,1.0335,87.0074,73.89657243
19,0,0,0,0,36,50.6,160.1,212.4,46,0.2345,1.0938,1.057,0.002,1.0348,85.9303,73.89657243
19,0,0,0,0,36,50.6,160.1,212.4,46,0.2395,0.9876,1.0297,-0.0025,0.9591,88.3173,73.89657243
19,0,0,0,0,36,50.6,160.1,212.4,46,0.237,1.017,0.9036,0.007,1.1255,94.5973,73.89657243
19,0,0,0,0,36,50.6,160.1,212.4,46,0.2505,1.141,0.996,0.0085,1.1456,91.8585,73.89657243
20,0,0,1,0,22,80.85,181.5,227.4,42,0.2435,0.9959,0.8447,0.01,1.179,97.7476,275.988254
20,0,0,1,0,22,80.85,181.5,227.4,42,0.23,0.9658,0.9409,0.0015,1.0264,87.0458,275.988254
20,0,0,1,0,22,80.85,181.5,227.4,42,0.2365,1.0214,0.8622,0.01,1.1846,95.1055,275.988254
20,0,0,1,0,22,80.85,181.5,227.4,42,0.241,0.9754,1.114,-0.008,0.8756,91.7959,275.988254
20,0,0,1,0,22,80.85,181.5,227.4,42,0.2365,0.9385,0.9228,0.001,1.0171,89.7349,275.988254
20,0,0,0,0,22,80.85,181.5,227.4,42,0.2295,0.9286,0.97,-0.0025,0.9573,92.5649,172.1796776
20,0,0,0,0,22,80.85,181.5,227.4,42,0.2365,0.9708,0.9708,0,1,88.6759,172.1796776
20,0,0,0,0,22,80.85,181.5,227.4,42,0.2245,0.9693,0.8708,0.006,1.1131,90.1561,172.1796776
20,0,0,0,0,22,80.85,181.5,227.4,42,0.224,0.9227,0.9736,-0.003,0.9478,89.6131,172.1796776
20,0,0,0,0,22,80.85,181.5,227.4,42,0.2335,1.0043,0.9298,0.0045,1.0802,89.1349,172.1796776
21,0,0,1,1,24,60.55,176.9,242.7,40,0.2485,0.9115,0.988,-0.005,0.9226,88.1254,53.74788846
21,0,0,1,1,24,60.55,176.9,242.7,40,0.2675,0.8772,0.9107,-0.0025,0.9632,86.3199,53.74788846
21,0,0,1,1,24,60.55,176.9,242.7,40,0.2435,0.9402,0.8876,0.0035,1.0593,82.481,53.74788846
21,0,0,1,1,24,60.55,176.9,242.7,40,0.2595,0.9734,0.9151,0.004,1.0637,88.1447,53.74788846
21,0,0,1,1,24,60.55,176.9,242.7,40,0.24,0.875,0.9753,-0.0065,0.8972,87.7429,53.74788846
21,0,0,0,1,24,60.55,176.9,242.7,40,0.22,0.841,0.9383,-0.006,0.8963,85.8634,109.4236177
21,0,0,0,1,24,60.55,176.9,242.7,40,0.239,0.9431,1.115,-0.01,0.8458,94.1562,109.4236177
21,0,0,0,1,24,60.55,176.9,242.7,40,0.246,0.8566,0.9294,-0.005,0.9217,91.5309,109.4236177
21,0,0,0,1,24,60.55,176.9,242.7,40,0.2485,0.8755,0.9414,-0.0045,0.93,92.9643,109.4236177
21,0,0,0,1,24,60.55,176.9,242.7,40,0.245,0.9216,0.9291,-0.0005,0.9919,92.3018,109.4236177
22,0,0,1,0,36,77.7,186.3,205.4,47,0.259,0.9401,0.7039,0.0185,1.3354,89.1603,148.2121282
22,0,0,1,0,36,77.7,186.3,205.4,47,0.251,0.8943,0.7431,0.0115,1.2036,85.4105,148.2121282
22,0,0,1,0,36,77.7,186.3,205.4,47,0.2405,0.9959,0.7948,0.0135,1.253,84.5144,148.2121282
22,0,0,1,0,36,77.7,186.3,205.4,47,0.256,0.8686,0.7716,0.0075,1.1257,86.7327,148.2121282
22,0,0,1,0,36,77.7,186.3,205.4,47,0.2465,0.9183,0.7798,0.01,1.1776,86.8332,148.2121282
22,0,0,0,0,36,77.7,186.3,205.4,47,0.2465,0.8674,0.7359,0.01,1.1787,85.3273,171.5817249
22,0,0,0,0,36,77.7,186.3,205.4,47,0.2505,0.9269,0.7957,0.0095,1.1649,90.2374,171.5817249
